FID	IID	Rivername	Region	Lat	Lon	Dataset
CRB	PLB18CRB133649_H03	CapeRogerBrook	NorthAm	47.44053	-54.6931	May 2021 5700 Recluster
CRB	PLB18CRB133651_B04	CapeRogerBrook	NorthAm	47.44053	-54.6931	May 2021 5700 Recluster
CRB	PLB18CRB133653_D04	CapeRogerBrook	NorthAm	47.44053	-54.6931	May 2021 5700 Recluster
CRB	PLB18CRB133655_E04	CapeRogerBrook	NorthAm	47.44053	-54.6931	May 2021 5700 Recluster
CRB	PLB18CRB133658_F04	CapeRogerBrook	NorthAm	47.44053	-54.6931	May 2021 5700 Recluster
CRB	PLB18CRB139673_D10	CapeRogerBrook	NorthAm	47.44053	-54.6931	May 2021 5700 Recluster
CRB	PLB18CRB139674_E10	CapeRogerBrook	NorthAm	47.44053	-54.6931	May 2021 5700 Recluster
CRB	PLB18CRB139678_A11	CapeRogerBrook	NorthAm	47.44053	-54.6931	May 2021 5700 Recluster
CRB	PLB18CRB139679_B11	CapeRogerBrook	NorthAm	47.44053	-54.6931	May 2021 5700 Recluster
CRB	PLB18CRB139680_C11	CapeRogerBrook	NorthAm	47.44053	-54.6931	May 2021 5700 Recluster
CUS	PLB18CUS134759_B11	CuslettBrook	NorthAm	46.9602	-54.15583	May 2021 5700 Recluster
CUS	PLB18CUS134760_C11	CuslettBrook	NorthAm	46.9602	-54.15583	May 2021 5700 Recluster
CUS	PLB18CUS134761_D11	CuslettBrook	NorthAm	46.9602	-54.15583	May 2021 5700 Recluster
CUS	PLB18CUS134762_E11	CuslettBrook	NorthAm	46.9602	-54.15583	May 2021 5700 Recluster
CUS	PLB18CUS134764_F11	CuslettBrook	NorthAm	46.9602	-54.15583	May 2021 5700 Recluster
CUS	PLB18CUS134765_G11	CuslettBrook	NorthAm	46.9602	-54.15583	May 2021 5700 Recluster
CUS	PLB18CUS134766_H11	CuslettBrook	NorthAm	46.9602	-54.15583	May 2021 5700 Recluster
CUS	PLB18CUS134767_A12	CuslettBrook	NorthAm	46.9602	-54.15583	May 2021 5700 Recluster
CUS	PLB18CUS134768_B12	CuslettBrook	NorthAm	46.9602	-54.15583	May 2021 5700 Recluster
CUS	PLB18CUS134769_C12	CuslettBrook	NorthAm	46.9602	-54.15583	May 2021 5700 Recluster
CUS	PLB18CUS134771_D12	CuslettBrook	NorthAm	46.9602	-54.15583	May 2021 5700 Recluster
CUS	PLB18CUS134772_E12	CuslettBrook	NorthAm	46.9602	-54.15583	May 2021 5700 Recluster
CUS	PLB18CUS134773_F12	CuslettBrook	NorthAm	46.9602	-54.15583	May 2021 5700 Recluster
CUS	PLB18CUS134774_G12	CuslettBrook	NorthAm	46.9602	-54.15583	May 2021 5700 Recluster
CUS	PLB18CUS134775_H12	CuslettBrook	NorthAm	46.9602	-54.15583	May 2021 5700 Recluster
CUS	PLB18CUS134776_A01	CuslettBrook	NorthAm	46.9602	-54.15583	May 2021 5700 Recluster
CUS	PLB18CUS134777_B01	CuslettBrook	NorthAm	46.9602	-54.15583	May 2021 5700 Recluster
CUS	PLB18CUS134778_C01	CuslettBrook	NorthAm	46.9602	-54.15583	May 2021 5700 Recluster
CUS	PLB18CUS134779_D01	CuslettBrook	NorthAm	46.9602	-54.15583	May 2021 5700 Recluster
CUS	PLB18CUS134780_E01	CuslettBrook	NorthAm	46.9602	-54.15583	May 2021 5700 Recluster
CUS	PLB18CUS134781_F01	CuslettBrook	NorthAm	46.9602	-54.15583	May 2021 5700 Recluster
CUS	PLB18CUS134782_G01	CuslettBrook	NorthAm	46.9602	-54.15583	May 2021 5700 Recluster
CUS	PLB18CUS134783_H01	CuslettBrook	NorthAm	46.9602	-54.15583	May 2021 5700 Recluster
CUS	PLB18CUS134784_A02	CuslettBrook	NorthAm	46.9602	-54.15583	May 2021 5700 Recluster
CUS	PLB18CUS134785_B02	CuslettBrook	NorthAm	46.9602	-54.15583	May 2021 5700 Recluster
CUS	PLB18CUS134786_C02	CuslettBrook	NorthAm	46.9602	-54.15583	May 2021 5700 Recluster
CUS	PLB18CUS134787_D02	CuslettBrook	NorthAm	46.9602	-54.15583	May 2021 5700 Recluster
CUS	PLB18CUS134788_E02	CuslettBrook	NorthAm	46.9602	-54.15583	May 2021 5700 Recluster
CUS	PLB18CUS134789_F02	CuslettBrook	NorthAm	46.9602	-54.15583	May 2021 5700 Recluster
CUS	PLB18CUS134790_G02	CuslettBrook	NorthAm	46.9602	-54.15583	May 2021 5700 Recluster
FHB	PLB18FHB134340_H07	FairHavenBrook	NorthAm	47.54232	-53.891	May 2021 5700 Recluster
FHB	PLB18FHB134342_B08	FairHavenBrook	NorthAm	47.54232	-53.891	May 2021 5700 Recluster
FHB	PLB18FHB134343_C08	FairHavenBrook	NorthAm	47.54232	-53.891	May 2021 5700 Recluster
FHB	PLB18FHB134346_D08	FairHavenBrook	NorthAm	47.54232	-53.891	May 2021 5700 Recluster
FHB	PLB18FHB134347_E08	FairHavenBrook	NorthAm	47.54232	-53.891	May 2021 5700 Recluster
FHB	PLB18FHB134348_F08	FairHavenBrook	NorthAm	47.54232	-53.891	May 2021 5700 Recluster
FHB	PLB18FHB134350_H08	FairHavenBrook	NorthAm	47.54232	-53.891	May 2021 5700 Recluster
FHB	PLB18FHB134351_A09	FairHavenBrook	NorthAm	47.54232	-53.891	May 2021 5700 Recluster
FHB	PLB18FHB134352_B09	FairHavenBrook	NorthAm	47.54232	-53.891	May 2021 5700 Recluster
FHB	PLB18FHB134353_C09	FairHavenBrook	NorthAm	47.54232	-53.891	May 2021 5700 Recluster
FHB	PLB18FHB134354_D09	FairHavenBrook	NorthAm	47.54232	-53.891	May 2021 5700 Recluster
FHB	PLB18FHB134355_E09	FairHavenBrook	NorthAm	47.54232	-53.891	May 2021 5700 Recluster
FHB	PLB18FHB134356_F09	FairHavenBrook	NorthAm	47.54232	-53.891	May 2021 5700 Recluster
FHB	PLB18FHB134359_H09	FairHavenBrook	NorthAm	47.54232	-53.891	May 2021 5700 Recluster
FHB	PLB18FHB134360_A10	FairHavenBrook	NorthAm	47.54232	-53.891	May 2021 5700 Recluster
FHB	PLB18FHB134361_B10	FairHavenBrook	NorthAm	47.54232	-53.891	May 2021 5700 Recluster
FHB	PLB18FHB134362_C10	FairHavenBrook	NorthAm	47.54232	-53.891	May 2021 5700 Recluster
FHB	PLB18FHB134363_D10	FairHavenBrook	NorthAm	47.54232	-53.891	May 2021 5700 Recluster
FHB	PLB18FHB134364_E10	FairHavenBrook	NorthAm	47.54232	-53.891	May 2021 5700 Recluster
FHB	PLB18FHB134365_F10	FairHavenBrook	NorthAm	47.54232	-53.891	May 2021 5700 Recluster
FHB	PLB18FHB134367_H10	FairHavenBrook	NorthAm	47.54232	-53.891	May 2021 5700 Recluster
FHB	PLB18FHB134368_A11	FairHavenBrook	NorthAm	47.54232	-53.891	May 2021 5700 Recluster
FHB	PLB18FHB134369_B11	FairHavenBrook	NorthAm	47.54232	-53.891	May 2021 5700 Recluster
FHB	PLB18FHB134370_C11	FairHavenBrook	NorthAm	47.54232	-53.891	May 2021 5700 Recluster
FHB	PLB18FHB134371_D11	FairHavenBrook	NorthAm	47.54232	-53.891	May 2021 5700 Recluster
GBW	PLB18GBW134641_H11	GreatBaraswayBrook	NorthAm	47.12403	-54.05613	May 2021 5700 Recluster
GBW	PLB18GBW134642_A12	GreatBaraswayBrook	NorthAm	47.12403	-54.05613	May 2021 5700 Recluster
GBW	PLB18GBW134644_B12	GreatBaraswayBrook	NorthAm	47.12403	-54.05613	May 2021 5700 Recluster
GBW	PLB18GBW134645_C12	GreatBaraswayBrook	NorthAm	47.12403	-54.05613	May 2021 5700 Recluster
GBW	PLB18GBW134646_D12	GreatBaraswayBrook	NorthAm	47.12403	-54.05613	May 2021 5700 Recluster
GBW	PLB18GBW134647_E12	GreatBaraswayBrook	NorthAm	47.12403	-54.05613	May 2021 5700 Recluster
GBW	PLB18GBW134648_F12	GreatBaraswayBrook	NorthAm	47.12403	-54.05613	May 2021 5700 Recluster
GBW	PLB18GBW134649_G12	GreatBaraswayBrook	NorthAm	47.12403	-54.05613	May 2021 5700 Recluster
GBW	PLB18GBW134650_H12	GreatBaraswayBrook	NorthAm	47.12403	-54.05613	May 2021 5700 Recluster
GBW	PLB18GBW134652_A01	GreatBaraswayBrook	NorthAm	47.12403	-54.05613	May 2021 5700 Recluster
GBW	PLB18GBW134653_B01	GreatBaraswayBrook	NorthAm	47.12403	-54.05613	May 2021 5700 Recluster
GBW	PLB18GBW134654_C01	GreatBaraswayBrook	NorthAm	47.12403	-54.05613	May 2021 5700 Recluster
GBW	PLB18GBW134655_D01	GreatBaraswayBrook	NorthAm	47.12403	-54.05613	May 2021 5700 Recluster
GBW	PLB18GBW134656_E01	GreatBaraswayBrook	NorthAm	47.12403	-54.05613	May 2021 5700 Recluster
GBW	PLB18GBW134658_F01	GreatBaraswayBrook	NorthAm	47.12403	-54.05613	May 2021 5700 Recluster
GBW	PLB18GBW134659_G01	GreatBaraswayBrook	NorthAm	47.12403	-54.05613	May 2021 5700 Recluster
GBW	PLB18GBW134661_H01	GreatBaraswayBrook	NorthAm	47.12403	-54.05613	May 2021 5700 Recluster
GBW	PLB18GBW134662_A02	GreatBaraswayBrook	NorthAm	47.12403	-54.05613	May 2021 5700 Recluster
GBW	PLB18GBW134664_B02	GreatBaraswayBrook	NorthAm	47.12403	-54.05613	May 2021 5700 Recluster
GBW	PLB18GBW134666_C02	GreatBaraswayBrook	NorthAm	47.12403	-54.05613	May 2021 5700 Recluster
GBW	PLB18GBW134667_D02	GreatBaraswayBrook	NorthAm	47.12403	-54.05613	May 2021 5700 Recluster
GBW	PLB18GBW134668_E02	GreatBaraswayBrook	NorthAm	47.12403	-54.05613	May 2021 5700 Recluster
GBW	PLB18GBW134669_F02	GreatBaraswayBrook	NorthAm	47.12403	-54.05613	May 2021 5700 Recluster
GBW	PLB18GBW134670_G02	GreatBaraswayBrook	NorthAm	47.12403	-54.05613	May 2021 5700 Recluster
GBW	PLB18GBW134671_H02	GreatBaraswayBrook	NorthAm	47.12403	-54.05613	May 2021 5700 Recluster
GBW	PLB18GBW134672_A03	GreatBaraswayBrook	NorthAm	47.12403	-54.05613	May 2021 5700 Recluster
GBW	PLB18GBW134688_B03	GreatBaraswayBrook	NorthAm	47.12403	-54.05613	May 2021 5700 Recluster
GBW	PLB18GBW134689_C03	GreatBaraswayBrook	NorthAm	47.12403	-54.05613	May 2021 5700 Recluster
GBW	PLB18GBW134690_D03	GreatBaraswayBrook	NorthAm	47.12403	-54.05613	May 2021 5700 Recluster
GBW	PLB18GBW134691_E03	GreatBaraswayBrook	NorthAm	47.12403	-54.05613	May 2021 5700 Recluster
GBW	PLB18GBW134692_F03	GreatBaraswayBrook	NorthAm	47.12403	-54.05613	May 2021 5700 Recluster
GBW	PLB18GBW134693_G03	GreatBaraswayBrook	NorthAm	47.12403	-54.05613	May 2021 5700 Recluster
GBW	PLB18GBW134694_H03	GreatBaraswayBrook	NorthAm	47.12403	-54.05613	May 2021 5700 Recluster
GBW	PLB18GBW134695_A04	GreatBaraswayBrook	NorthAm	47.12403	-54.05613	May 2021 5700 Recluster
GBW	PLB18GBW134696_B04	GreatBaraswayBrook	NorthAm	47.12403	-54.05613	May 2021 5700 Recluster
GBW	PLB18GBW134697_C04	GreatBaraswayBrook	NorthAm	47.12403	-54.05613	May 2021 5700 Recluster
GBW	PLB18GBW134698_D04	GreatBaraswayBrook	NorthAm	47.12403	-54.05613	May 2021 5700 Recluster
GBW	PLB18GBW134699_E04	GreatBaraswayBrook	NorthAm	47.12403	-54.05613	May 2021 5700 Recluster
GBW	PLB18GBW134700_F04	GreatBaraswayBrook	NorthAm	47.12403	-54.05613	May 2021 5700 Recluster
GBW	PLB18GBW134701_G04	GreatBaraswayBrook	NorthAm	47.12403	-54.05613	May 2021 5700 Recluster
GBW	PLB18GBW134702_H04	GreatBaraswayBrook	NorthAm	47.12403	-54.05613	May 2021 5700 Recluster
LWN	PLB18LWN133457_D01	LawnRiver	NorthAm	46.94856	-55.54253	May 2021 5700 Recluster
LWN	PLB18LWN133459_F01	LawnRiver	NorthAm	46.94856	-55.54253	May 2021 5700 Recluster
LWN	PLB18LWN133461_H01	LawnRiver	NorthAm	46.94856	-55.54253	May 2021 5700 Recluster
LWN	PLB18LWN133464_B02	LawnRiver	NorthAm	46.94856	-55.54253	May 2021 5700 Recluster
LWN	PLB18LWN133465_C02	LawnRiver	NorthAm	46.94856	-55.54253	May 2021 5700 Recluster
LWN	PLB18LWN133467_D02	LawnRiver	NorthAm	46.94856	-55.54253	May 2021 5700 Recluster
LWN	PLB18LWN133469_E02	LawnRiver	NorthAm	46.94856	-55.54253	May 2021 5700 Recluster
LWN	PLB18LWN133473_F02	LawnRiver	NorthAm	46.94856	-55.54253	May 2021 5700 Recluster
LWN	PLB18LWN133475_G02	LawnRiver	NorthAm	46.94856	-55.54253	May 2021 5700 Recluster
LWN	PLB18LWN133476_H02	LawnRiver	NorthAm	46.94856	-55.54253	May 2021 5700 Recluster
LWN	PLB18LWN133478_B03	LawnRiver	NorthAm	46.94856	-55.54253	May 2021 5700 Recluster
LWN	PLB18LWN133479_C03	LawnRiver	NorthAm	46.94856	-55.54253	May 2021 5700 Recluster
LWN	PLB18LWN133480_D03	LawnRiver	NorthAm	46.94856	-55.54253	May 2021 5700 Recluster
LWN	PLB18LWN133481_E03	LawnRiver	NorthAm	46.94856	-55.54253	May 2021 5700 Recluster
LWN	PLB18LWN133482_F03	LawnRiver	NorthAm	46.94856	-55.54253	May 2021 5700 Recluster
LWN	PLB18LWN133483_G03	LawnRiver	NorthAm	46.94856	-55.54253	May 2021 5700 Recluster
LWN	PLB18LWN133484_H03	LawnRiver	NorthAm	46.94856	-55.54253	May 2021 5700 Recluster
LWN	PLB18LWN133487_C04	LawnRiver	NorthAm	46.94856	-55.54253	May 2021 5700 Recluster
LWN	PLB18LWN133488_D04	LawnRiver	NorthAm	46.94856	-55.54253	May 2021 5700 Recluster
LWN	PLB18LWN133489_E04	LawnRiver	NorthAm	46.94856	-55.54253	May 2021 5700 Recluster
LWN	PLB18LWN133490_F04	LawnRiver	NorthAm	46.94856	-55.54253	May 2021 5700 Recluster
NHR	PLB18NHR133847_E04	NorthHarbourRiver	NorthAm	47.91976	-54.02882	May 2021 5700 Recluster
NHR	PLB18NHR133848_F04	NorthHarbourRiver	NorthAm	47.91976	-54.02882	May 2021 5700 Recluster
NHR	PLB18NHR133849_G04	NorthHarbourRiver	NorthAm	47.91976	-54.02882	May 2021 5700 Recluster
NHR	PLB18NHR133879_H04	NorthHarbourRiver	NorthAm	47.91976	-54.02882	May 2021 5700 Recluster
NHR	PLB18NHR133880_A05	NorthHarbourRiver	NorthAm	47.91976	-54.02882	May 2021 5700 Recluster
NHR	PLB18NHR133881_B05	NorthHarbourRiver	NorthAm	47.91976	-54.02882	May 2021 5700 Recluster
NHR	PLB18NHR133882_C05	NorthHarbourRiver	NorthAm	47.91976	-54.02882	May 2021 5700 Recluster
NHR	PLB18NHR133883_D05	NorthHarbourRiver	NorthAm	47.91976	-54.02882	May 2021 5700 Recluster
NHR	PLB18NHR133884_E05	NorthHarbourRiver	NorthAm	47.91976	-54.02882	May 2021 5700 Recluster
NHR	PLB18NHR133885_F05	NorthHarbourRiver	NorthAm	47.91976	-54.02882	May 2021 5700 Recluster
NHR	PLB18NHR133886_G05	NorthHarbourRiver	NorthAm	47.91976	-54.02882	May 2021 5700 Recluster
NHR	PLB18NHR133887_H05	NorthHarbourRiver	NorthAm	47.91976	-54.02882	May 2021 5700 Recluster
NHR	PLB18NHR133889_A06	NorthHarbourRiver	NorthAm	47.91976	-54.02882	May 2021 5700 Recluster
NHR	PLB18NHR133892_B06	NorthHarbourRiver	NorthAm	47.91976	-54.02882	May 2021 5700 Recluster
NHR	PLB18NHR133893_C06	NorthHarbourRiver	NorthAm	47.91976	-54.02882	May 2021 5700 Recluster
NHR	PLB18NHR133904_D06	NorthHarbourRiver	NorthAm	47.91976	-54.02882	May 2021 5700 Recluster
NHR	PLB18NHR133905_E06	NorthHarbourRiver	NorthAm	47.91976	-54.02882	May 2021 5700 Recluster
NHR	PLB18NHR133906_F06	NorthHarbourRiver	NorthAm	47.91976	-54.02882	May 2021 5700 Recluster
NHR	PLB18NHR133907_G06	NorthHarbourRiver	NorthAm	47.91976	-54.02882	May 2021 5700 Recluster
NHR	PLB18NHR133910_H06	NorthHarbourRiver	NorthAm	47.91976	-54.02882	May 2021 5700 Recluster
NHR	PLB18NHR133912_A07	NorthHarbourRiver	NorthAm	47.91976	-54.02882	May 2021 5700 Recluster
NHR	PLB18NHR133913_B07	NorthHarbourRiver	NorthAm	47.91976	-54.02882	May 2021 5700 Recluster
NHR	PLB18NHR133914_C07	NorthHarbourRiver	NorthAm	47.91976	-54.02882	May 2021 5700 Recluster
NHR	PLB18NHR133915_D07	NorthHarbourRiver	NorthAm	47.91976	-54.02882	May 2021 5700 Recluster
NHR	PLB18NHR133917_F07	NorthHarbourRiver	NorthAm	47.91976	-54.02882	May 2021 5700 Recluster
NHR	PLB18NHR133918_G07	NorthHarbourRiver	NorthAm	47.91976	-54.02882	May 2021 5700 Recluster
NHR	PLB18NHR133921_B08	NorthHarbourRiver	NorthAm	47.91976	-54.02882	May 2021 5700 Recluster
NHR	PLB18NHR133922_C08	NorthHarbourRiver	NorthAm	47.91976	-54.02882	May 2021 5700 Recluster
NMB	PLB18NMB133554_G08	NorthwestBrook(MortierBay)	NorthAm	47.17238	-55.31522	May 2021 5700 Recluster
NMB	PLB18NMB133557_H08	NorthwestBrook(MortierBay)	NorthAm	47.17238	-55.31522	May 2021 5700 Recluster
NMB	PLB18NMB133558_A09	NorthwestBrook(MortierBay)	NorthAm	47.17238	-55.31522	May 2021 5700 Recluster
NMB	PLB18NMB133561_B09	NorthwestBrook(MortierBay)	NorthAm	47.17238	-55.31522	May 2021 5700 Recluster
NMB	PLB18NMB133562_C09	NorthwestBrook(MortierBay)	NorthAm	47.17238	-55.31522	May 2021 5700 Recluster
NMB	PLB18NMB133563_D09	NorthwestBrook(MortierBay)	NorthAm	47.17238	-55.31522	May 2021 5700 Recluster
NMB	PLB18NMB133564_E09	NorthwestBrook(MortierBay)	NorthAm	47.17238	-55.31522	May 2021 5700 Recluster
NMB	PLB18NMB133565_F09	NorthwestBrook(MortierBay)	NorthAm	47.17238	-55.31522	May 2021 5700 Recluster
NMB	PLB18NMB133567_G09	NorthwestBrook(MortierBay)	NorthAm	47.17238	-55.31522	May 2021 5700 Recluster
NMB	PLB18NMB133570_H09	NorthwestBrook(MortierBay)	NorthAm	47.17238	-55.31522	May 2021 5700 Recluster
NMB	PLB18NMB133571_A10	NorthwestBrook(MortierBay)	NorthAm	47.17238	-55.31522	May 2021 5700 Recluster
NMB	PLB18NMB133572_B10	NorthwestBrook(MortierBay)	NorthAm	47.17238	-55.31522	May 2021 5700 Recluster
NMB	PLB18NMB133573_C10	NorthwestBrook(MortierBay)	NorthAm	47.17238	-55.31522	May 2021 5700 Recluster
NMB	PLB18NMB133574_D10	NorthwestBrook(MortierBay)	NorthAm	47.17238	-55.31522	May 2021 5700 Recluster
NMB	PLB18NMB133575_E10	NorthwestBrook(MortierBay)	NorthAm	47.17238	-55.31522	May 2021 5700 Recluster
NMB	PLB18NMB133576_F10	NorthwestBrook(MortierBay)	NorthAm	47.17238	-55.31522	May 2021 5700 Recluster
NMB	PLB18NMB133577_G10	NorthwestBrook(MortierBay)	NorthAm	47.17238	-55.31522	May 2021 5700 Recluster
NMB	PLB18NMB133579_H10	NorthwestBrook(MortierBay)	NorthAm	47.17238	-55.31522	May 2021 5700 Recluster
NMB	PLB18NMB133580_A11	NorthwestBrook(MortierBay)	NorthAm	47.17238	-55.31522	May 2021 5700 Recluster
NMB	PLB18NMB133581_B11	NorthwestBrook(MortierBay)	NorthAm	47.17238	-55.31522	May 2021 5700 Recluster
NMB	PLB18NMB133583_C11	NorthwestBrook(MortierBay)	NorthAm	47.17238	-55.31522	May 2021 5700 Recluster
NMB	PLB18NMB133584_D11	NorthwestBrook(MortierBay)	NorthAm	47.17238	-55.31522	May 2021 5700 Recluster
NMB	PLB18NMB133588_F11	NorthwestBrook(MortierBay)	NorthAm	47.17238	-55.31522	May 2021 5700 Recluster
NMB	PLB18NMB133589_G11	NorthwestBrook(MortierBay)	NorthAm	47.17238	-55.31522	May 2021 5700 Recluster
NMB	PLB18NMB133590_H11	NorthwestBrook(MortierBay)	NorthAm	47.17238	-55.31522	May 2021 5700 Recluster
NMB	PLB18NMB133592_A12	NorthwestBrook(MortierBay)	NorthAm	47.17238	-55.31522	May 2021 5700 Recluster
NMB	PLB18NMB133594_B12	NorthwestBrook(MortierBay)	NorthAm	47.17238	-55.31522	May 2021 5700 Recluster
NMB	PLB18NMB133595_C12	NorthwestBrook(MortierBay)	NorthAm	47.17238	-55.31522	May 2021 5700 Recluster
NMB	PLB18NMB133598_D12	NorthwestBrook(MortierBay)	NorthAm	47.17238	-55.31522	May 2021 5700 Recluster
NMB	PLB18NMB133601_E12	NorthwestBrook(MortierBay)	NorthAm	47.17238	-55.31522	May 2021 5700 Recluster
NMB	PLB18NMB133603_F12	NorthwestBrook(MortierBay)	NorthAm	47.17238	-55.31522	May 2021 5700 Recluster
NON	PLB18NON134442_D03	NonsuchRiver	NorthAm	47.45105	-54.64381	May 2021 5700 Recluster
NON	PLB18NON134443_E03	NonsuchRiver	NorthAm	47.45105	-54.64381	May 2021 5700 Recluster
NON	PLB18NON134444_F03	NonsuchRiver	NorthAm	47.45105	-54.64381	May 2021 5700 Recluster
NON	PLB18NON134445_G03	NonsuchRiver	NorthAm	47.45105	-54.64381	May 2021 5700 Recluster
NON	PLB18NON134446_H03	NonsuchRiver	NorthAm	47.45105	-54.64381	May 2021 5700 Recluster
NON	PLB18NON134447_A04	NonsuchRiver	NorthAm	47.45105	-54.64381	May 2021 5700 Recluster
NON	PLB18NON134448_B04	NonsuchRiver	NorthAm	47.45105	-54.64381	May 2021 5700 Recluster
NON	PLB18NON134449_C04	NonsuchRiver	NorthAm	47.45105	-54.64381	May 2021 5700 Recluster
NON	PLB18NON134450_D04	NonsuchRiver	NorthAm	47.45105	-54.64381	May 2021 5700 Recluster
NON	PLB18NON134451_E04	NonsuchRiver	NorthAm	47.45105	-54.64381	May 2021 5700 Recluster
NON	PLB18NON134452_F04	NonsuchRiver	NorthAm	47.45105	-54.64381	May 2021 5700 Recluster
NON	PLB18NON134453_G04	NonsuchRiver	NorthAm	47.45105	-54.64381	May 2021 5700 Recluster
NON	PLB18NON134454_H04	NonsuchRiver	NorthAm	47.45105	-54.64381	May 2021 5700 Recluster
NON	PLB18NON134455_A05	NonsuchRiver	NorthAm	47.45105	-54.64381	May 2021 5700 Recluster
NON	PLB18NON134457_B05	NonsuchRiver	NorthAm	47.45105	-54.64381	May 2021 5700 Recluster
NON	PLB18NON134458_C05	NonsuchRiver	NorthAm	47.45105	-54.64381	May 2021 5700 Recluster
NON	PLB18NON134459_D05	NonsuchRiver	NorthAm	47.45105	-54.64381	May 2021 5700 Recluster
NON	PLB18NON134460_E05	NonsuchRiver	NorthAm	47.45105	-54.64381	May 2021 5700 Recluster
NON	PLB18NON134461_F05	NonsuchRiver	NorthAm	47.45105	-54.64381	May 2021 5700 Recluster
NON	PLB18NON134462_G05	NonsuchRiver	NorthAm	47.45105	-54.64381	May 2021 5700 Recluster
NON	PLB18NON136430_H05	NonsuchRiver	NorthAm	47.45105	-54.64381	May 2021 5700 Recluster
NON	PLB18NON136431_A06	NonsuchRiver	NorthAm	47.45105	-54.64381	May 2021 5700 Recluster
NON	PLB18NON136432_B06	NonsuchRiver	NorthAm	47.45105	-54.64381	May 2021 5700 Recluster
NON	PLB18NON136433_C06	NonsuchRiver	NorthAm	47.45105	-54.64381	May 2021 5700 Recluster
NON	PLB18NON136434_D06	NonsuchRiver	NorthAm	47.45105	-54.64381	May 2021 5700 Recluster
NON	PLB18NON136435_E06	NonsuchRiver	NorthAm	47.45105	-54.64381	May 2021 5700 Recluster
NON	PLB18NON136437_F06	NonsuchRiver	NorthAm	47.45105	-54.64381	May 2021 5700 Recluster
NON	PLB18NON136438_G06	NonsuchRiver	NorthAm	47.45105	-54.64381	May 2021 5700 Recluster
NON	PLB18NON136439_H06	NonsuchRiver	NorthAm	47.45105	-54.64381	May 2021 5700 Recluster
NON	PLB18NON136440_A07	NonsuchRiver	NorthAm	47.45105	-54.64381	May 2021 5700 Recluster
NON	PLB18NON136441_B07	NonsuchRiver	NorthAm	47.45105	-54.64381	May 2021 5700 Recluster
NON	PLB18NON136442_C07	NonsuchRiver	NorthAm	47.45105	-54.64381	May 2021 5700 Recluster
NON	PLB18NON136443_D07	NonsuchRiver	NorthAm	47.45105	-54.64381	May 2021 5700 Recluster
NON	PLB18NON136444_E07	NonsuchRiver	NorthAm	47.45105	-54.64381	May 2021 5700 Recluster
NON	PLB18NON136445_F07	NonsuchRiver	NorthAm	47.45105	-54.64381	May 2021 5700 Recluster
NON	PLB18NON136446_G07	NonsuchRiver	NorthAm	47.45105	-54.64381	May 2021 5700 Recluster
NPR	PLB18NPR134405_E11	NortheastPlacentiaRiver	NorthAm	47.29101	-53.79636	May 2021 5700 Recluster
NPR	PLB18NPR134406_F11	NortheastPlacentiaRiver	NorthAm	47.29101	-53.79636	May 2021 5700 Recluster
NPR	PLB18NPR134408_H11	NortheastPlacentiaRiver	NorthAm	47.29101	-53.79636	May 2021 5700 Recluster
NPR	PLB18NPR134410_B12	NortheastPlacentiaRiver	NorthAm	47.29101	-53.79636	May 2021 5700 Recluster
NPR	PLB18NPR134411_C12	NortheastPlacentiaRiver	NorthAm	47.29101	-53.79636	May 2021 5700 Recluster
NPR	PLB18NPR134412_D12	NortheastPlacentiaRiver	NorthAm	47.29101	-53.79636	May 2021 5700 Recluster
NPR	PLB18NPR134414_E12	NortheastPlacentiaRiver	NorthAm	47.29101	-53.79636	May 2021 5700 Recluster
NPR	PLB18NPR134415_F12	NortheastPlacentiaRiver	NorthAm	47.29101	-53.79636	May 2021 5700 Recluster
NPR	PLB18NPR134418_A01	NortheastPlacentiaRiver	NorthAm	47.29101	-53.79636	May 2021 5700 Recluster
NPR	PLB18NPR134421_D01	NortheastPlacentiaRiver	NorthAm	47.29101	-53.79636	May 2021 5700 Recluster
NPR	PLB18NPR134422_E01	NortheastPlacentiaRiver	NorthAm	47.29101	-53.79636	May 2021 5700 Recluster
NPR	PLB18NPR134423_F01	NortheastPlacentiaRiver	NorthAm	47.29101	-53.79636	May 2021 5700 Recluster
NPR	PLB18NPR134425_H01	NortheastPlacentiaRiver	NorthAm	47.29101	-53.79636	May 2021 5700 Recluster
NPR	PLB18NPR134426_A02	NortheastPlacentiaRiver	NorthAm	47.29101	-53.79636	May 2021 5700 Recluster
NPR	PLB18NPR134427_B02	NortheastPlacentiaRiver	NorthAm	47.29101	-53.79636	May 2021 5700 Recluster
NPR	PLB18NPR134428_C02	NortheastPlacentiaRiver	NorthAm	47.29101	-53.79636	May 2021 5700 Recluster
NPR	PLB18NPR134429_D02	NortheastPlacentiaRiver	NorthAm	47.29101	-53.79636	May 2021 5700 Recluster
NPR	PLB18NPR136404_E02	NortheastPlacentiaRiver	NorthAm	47.29101	-53.79636	May 2021 5700 Recluster
NPR	PLB18NPR136405_F02	NortheastPlacentiaRiver	NorthAm	47.29101	-53.79636	May 2021 5700 Recluster
NPR	PLB18NPR136406_G02	NortheastPlacentiaRiver	NorthAm	47.29101	-53.79636	May 2021 5700 Recluster
NPR	PLB18NPR136407_H02	NortheastPlacentiaRiver	NorthAm	47.29101	-53.79636	May 2021 5700 Recluster
